time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,i_episode,total_reward
2.3400000000000016,-13.27433724879695,-0.09033712261431043,0.0,0.01958641833426622,0.614738436934668,0.0,-3.2319055209384904,-0.0552248083337077,-15.021361571926663,-0.7250750420720513,15.466977701478505,0.0,757.9757047011733,900.2836944255371,900.2658081903567,896.3766660630909,20,114.0
2.3400000000000016,-13.407540382108314,0.06613171729942521,0.0,0.833771888730916,3.9578120837537405,0.0,-8.096527341481048,-2.024328368667483,-16.650830683050845,0.49205757126866495,12.147082338152275,0.0,814.4307254293985,900.7010925207505,899.934862243243,900.0532911511996,21,114.0
2.580000000000002,-19.862886234270103,0.8637745949181115,0.0,6.00713931784356,5.094436924392394,0.0,8.580814854862103,1.5105212065015492,-24.471490391374942,-0.06212092681065896,2.411156215390339,0.0,898.3220285110101,899.4191366028788,899.9082200695292,900.6991547393421,22,126.0
2.760000000000002,-18.96376551752187,-0.9174745473489411,0.0,0.002241025005975672,4.385362957719099,0.0,-3.1521385466438065,0.2829224587662613,-27.831979389993,0.38307005542763894,2.456683447317868,0.0,899.7580914471743,899.996246290946,898.9606961769402,900.9502092429669,23,135.0
2.4000000000000017,-12.56066455498682,-0.02859995057968813,0.0,6.135596378095935,5.889472839100273,0.0,9.122092876056197,-1.202393848711193,-14.349900893122054,-0.2869854263424043,3.135668773041733,0.0,897.520473610828,899.080534728401,899.7096416812677,900.8904204438203,24,117.0
1.9800000000000013,-16.587394790086226,1.6089273757292366,0.0,5.966219466235646,5.45354812538238,0.0,14.058176629276671,-0.5959747598406417,-19.20004515212766,-0.20631467063557168,2.0672146896472934,0.0,899.1129116079971,900.0165097671331,899.9079199664549,900.4899372027916,25,96.0
1.9800000000000013,-19.671108333644288,-1.38060017136125,0.0,0.437441978314804,5.130455133939465,0.0,11.713862694271732,-0.5011506332617962,-25.279849336777705,0.4643240165305351,2.184163740563012,0.0,898.5534698483385,901.2656916192033,900.2586939604018,900.1176710715114,26,96.0
2.700000000000002,-9.571615921412137,-2.519261022816315,0.0,5.967625546536466,4.537176784694122,0.0,-1.7681308417590906,-1.3984536247596009,-15.77207898479145,-0.02086318540064971,7.387508099497895,0.0,866.0947704489373,899.5828008388708,899.2923090681031,899.6900334252125,27,132.0
2.4000000000000017,-12.872837181666933,0.1455564876820316,0.0,0.29939468782206635,4.761930885100595,0.0,-3.796332589835372,-1.0065114927195444,-19.479841319361444,0.14245099627623456,8.482230433886974,0.0,858.143266781914,900.0249207983447,899.2049429389824,899.2117674826302,28,117.0
2.2200000000000015,-14.336633515420331,0.7214914152626184,0.0,5.969140095371184,5.1845281042106315,0.0,7.514543532734759,0.5585853226241317,-22.313949264479255,-0.45968931823437753,2.8465660997705746,0.0,896.6483527744974,898.5164486088643,900.0639402872422,899.3591313311082,29,108.0
2.4600000000000017,-8.386046577185907,-7.384596172292309,0.0,4.870876303347412,4.137424464166383,0.0,-5.592886644272943,-2.8975505416762406,-12.603079501087299,-1.1838676645058712,7.803425273948522,0.0,855.1305348610656,899.3939081234049,901.522426325887,900.0525458585597,30,120.0
