time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,i_episode,total_reward
3.660000000000003,-1.77523029382433,18.788413941461847,0.0,1.3726325927799765,2.225579372456476,0.0,7.625065041819963,11.463892655909655,-8.379871378725237,-1.8175185297363785,-10.75035181732307,0.0,581.3916418896414,407.2492338161828,260.11856487958664,203.692732054768,1,180.0
2.4600000000000017,-2.7184843211402288,6.017241668924823,0.0,0.4529155205487667,1.8475902717209625,0.0,3.9517738891261103,2.5771703349851083,-8.373481363408427,-1.7401418726056748,-11.682107232142833,0.0,614.9512150527154,418.6594459070109,240.48865083029986,178.20471303884437,2,120.0
1.3800000000000008,-5.145674360279925,2.5702746062058397,0.0,2.975542718752651,2.995723033478379,0.0,-9.637474568397401,1.8564990360988376,-3.3922472479222803,4.9406991155140245,5.930590183683949,0.0,391.21087361814665,476.1689513657771,534.4804570067596,579.9968805582678,3,66.0
1.3200000000000007,-3.809774384854076,-0.7667341838519571,0.0,0.27531282367552734,2.6745375350059213,0.0,-4.562785056004656,-4.418238042165293,-5.4132476696004055,8.731231852987221,11.539027484792399,0.0,395.16730200845774,476.7294044707613,518.431544488007,569.4227294129695,4,63.0
1.3800000000000008,-3.637516688733045,2.76561777144398,0.0,5.353079790502541,5.293264467726658,0.0,-3.1888210818921383,3.856039397379826,-3.108498323472533,7.163984111987144,8.314344305156535,0.0,381.03830112999606,481.83111738438276,537.347660826583,593.6997571928604,5,66.0
1.4400000000000008,-3.8013037275452937,0.7939244215074285,0.0,2.315464817466676,3.5391994378804768,0.0,-4.622914129442544,-2.325619201709385,-2.9622517035710514,9.227602660562672,10.239256439435259,0.0,382.94926227142565,481.5461656392884,528.6978543735199,598.0410885963698,6,69.0
1.680000000000001,-3.88906647787407,-1.3595785837363943,0.0,0.8427268222001647,2.3731165953047384,0.0,-2.929579235609115,-5.594972862653427,-4.010500454476322,10.64454706224139,12.036698927780234,0.0,360.56484495398837,484.7387572388664,572.836362896696,654.4529639939632,7,81.0
1.2000000000000006,-2.9935527775397444,1.8586397401092594,0.0,0.4373151555336925,6.263559426652584,0.0,-1.5838707960856238,2.8777142589062326,-1.6692381916747738,10.787599597887802,10.85982837116586,0.0,311.8239991338225,485.67029357521693,667.0248738103875,759.560395635715,8,57.0
1.2000000000000006,-3.0459320068935294,1.1299673140752908,0.0,5.131242783099733,5.0915821415680895,0.0,-3.1256784658540258,1.5136333065608427,-2.2315837272311434,10.232208084465181,9.48379671510811,0.0,341.68144910661607,480.4020017364897,616.8607748761409,717.8777455374527,9,57.0
1.0800000000000005,-2.5026666460984477,0.18728278192023928,0.0,2.6705984213273766,3.915640880082403,0.0,-5.081315132051789,-2.1241906871461618,-3.6307840738491515,6.965637477614032,7.53421246465735,0.0,391.8853094834055,482.060380272438,510.8027588045151,590.8151841451929,10,51.0
1.0200000000000005,-2.286385754701803,-0.05387840427380778,0.0,1.9675119530735934,3.934670905127204,0.0,-4.659649461851915,-2.5555155102834335,-5.248520500070939,5.864217916052221,7.420447931247042,0.0,399.7476649486346,483.65671240974086,489.52908629854835,561.1333176422844,11,48.0
0.9600000000000005,-1.9348040421405528,0.021100366587236408,0.0,0.1610306019493466,3.468036670367958,0.0,-4.7519984061814,-0.19507011067021912,-6.280710925579768,0.20212228114959596,6.173112286042404,0.0,443.97677206351085,495.02844065438404,376.02622554531035,373.2724126831103,12,45.0
0.9000000000000005,-1.9131935700502807,0.0410063429026316,0.0,1.9278798378753628,4.288280275676495,0.0,-3.458985853831476,-2.393990264073012,-4.961129118152698,5.08477347741636,8.020512963086345,0.0,393.78568678891884,486.2766786904415,493.11508911705573,560.5093263662327,13,42.0
0.9600000000000005,-1.9675427294044212,-0.28960156600130244,0.0,3.151931438168221,5.355447326312774,0.0,-1.2182442691954076,-2.4294561784864985,-4.803962209770443,8.349401662353285,9.078185259094596,0.0,366.0858784779037,480.4112986850498,561.5781898607055,665.2884296190854,14,45.0
0.9000000000000005,-1.80575953580989,-0.14230129464188812,0.0,1.9034302266434757,4.816550660486746,0.0,-2.1674872736276134,-2.4330321331913116,-5.304472925752132,4.669680689033545,8.423261858581412,0.0,391.1973087862491,485.9140716170742,500.1805084037371,564.6458634838643,15,42.0
0.9000000000000005,-1.7486960264248927,-0.10467729790733418,0.0,1.3324034713007533,4.924041710241177,0.0,-1.9669479084198016,-1.927488991563844,-6.168570787222806,2.8664416727080098,8.554668326693166,0.0,396.2671303879503,491.32900369027783,478.3018833011295,522.3578884719279,16,42.0
0.9000000000000005,-1.7413275294625663,-0.043096820158567514,0.0,0.8322748350609785,4.905234852204588,0.0,-2.022371327063829,-1.433968701223246,-6.696075289126057,1.0517201343095937,8.364658139022309,0.0,405.33170507389576,494.2848641876181,458.3365867002281,479.1348124900243,17,42.0
0.9600000000000005,-1.7573396448812615,-0.40642081365519367,0.0,2.882510635665229,5.886667993292495,0.0,-0.3622968619903446,-1.839189292908505,-5.907918119305884,7.971596295557087,9.444181377786828,0.0,362.25748259457487,479.89119680845283,568.6250944221413,674.4444999079856,18,45.0
0.9600000000000005,-1.7409174264864598,-0.4011401584887007,0.0,2.31676813719071,5.91564850101032,0.0,-0.48770254520247946,-1.4288249553525945,-5.988104679633091,5.877301287900314,9.298466863291914,0.0,374.94033940884157,486.07278035434746,531.4053050041346,611.2172632772116,19,45.0
